bank,city,review,date
PNB HOUSING FINANCE LIMITED,ahmedabad,The service provided by PNB housing finance based on the home loan was really good.I havenÌ¢??t faced any issue in the documentation process as well.The interest rate offered was quite high compared to other bank and financial company.They have offered around 9.95% and the charges were around 5000Rs. ,"Aug 10, 2014"
PNB HOUSING FINANCE LIMITED,jaipur,I had a very good experience with PNB housing finance based on the transfer of my home loan application.They have completed the loan in timely basis which is the best part of the loan.The interest rate offered was on the higher side and the charges were also high.They took around 15days to process the application. ,"Aug 08, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,The overall experience with PNB housing finance based on the home loan was really good.There executives are really coordinative with the customers.The interest rate offered was around 9.96% which is comparatively good rate offered.They have taken around a month time to process the loan application. ,"Aug 08, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,The executives of PNB housing finance was really cooperative with the customer.I have taken a Home loan with Punjab National housing finance and the experience was very good.I have kept the documents prepared for the loan process and the process was done very fast.The interest rate offered was really good.,"Aug 08, 2014"
PNB HOUSING FINANCE LIMITED,ghaziabad,I took my first home loan from PNB housing finance and had very good experience. The process was fast as they disbursed the loan within 3 days after submitting the documents. Interest rate offered was 10.25% which acceptable and processing fee was very nominal. 90% of the property value was approved by the PNB. ,"Aug 04, 2014"
PNB HOUSING FINANCE LIMITED,jaipur,"having a home loan with pnbhfl. not a great customer service experience and they acted like, they are doing a great service to you. no prompt experience and it's way costly. no friendliness and very poor experience. moreover, emi cut at 10th of every month and they put in ledger on last day of month. just bad experience.","Jul 13, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,I got the housing loan with the PNB housing limited.The rate of interest was around 9.95% and its floating for that am happy.They charged around 1% of the capital that I took up with them.The services are good with them.,"Jul 11, 2014"
PNB HOUSING FINANCE LIMITED,kolkata,Within 1-2 days i received the call from the customer support of PNB housing finance regards my approach of home loan but i was not having the requirement while they called me. I like their service and response. No informations was given regards the charges as my application was closed early.,"Jul 10, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,My experience was very good with Punjab National Bank housing finance for the home loan. There was no max gain or smart loan kind of facilities available and so that was the reason I had dropped the plan of taking the loan. I was not reimbursed with the processing fees as I did not take the loan. Inspite of raising many requests there was no proper response from PNB.,"Jul 09, 2014"
PNB HOUSING FINANCE LIMITED,kolkata,I have postponed my plan in taking the home loan with PNB Housing Finance. When there is a requirement from my end again I would surely get back to them as they have had good services. ,"Jul 08, 2014"
PNB HOUSING FINANCE LIMITED,nagpur,I did not take my home loan from ÌøåÈåÀPNB Housing Finance as I was busy with my work and I have postponed the plan of taking the loan. The services has been good from them. They been responsive to my application. ,"Jul 08, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,The response was good by the Punjab National bank for the home loan. I did not take the loan as I was not satisfied by them. I had initially had an discussion with the representative and later they have tried calling me for more than 3 times for which there was no proper response from me. ,"Jul 07, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,It was a good experience with Punjab National Bank housing finance for the home loan. The turn around time was pretty quick and so it was good response from PNB. I had canceled the application with PNB as I had got the loan approved on time from the other bank.,"Jul 07, 2014"
PNB HOUSING FINANCE LIMITED,indore,There was no proper response from the executive of the Punjab national bank housing finance for the home loan. The executive from PNB did not approach me directly for the documents collection rather he was only conversing with me over the phone for most of the time and so that is the reason I had not taken the home loan from PNB.,"Jul 07, 2014"
PNB HOUSING FINANCE LIMITED,mumbai,I did not take the home loan from Punjab National bank housing finance as there was no proper response from them. The rate of interest charged was very high when compared with the other banks and also the processing fee charged was high. It was a very late response from them. ,"Jul 07, 2014"
PNB HOUSING FINANCE LIMITED,pune,I had not taken the home loan from Punjab National bank housing finance as I was just looking out for the comparison of charges between the bank and also for the branch which can be nearby to my place so that I can collect the details easily. In addition I was also looking out for the support through their online portal which can be best. I was not much satisfied with these and so that is the reason I had canceled the loan application.,"Jul 06, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,It was a very good experience with Punjab National Bank housing finance for the home loan. I had not taken the loan due to some personal reasons and so that is the reason I had postponed the plan of taking the loan. Apart from this the service offered by PNB was good.,"Jul 06, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,I had not taken the home loan from Punjab National Bank housing finance because of the charges as it is very high. The processing fee charges was very high compared with other banks. The response from the executives of PNB was late and so these were the reason for not taking the loan.,"Jul 06, 2014"
PNB HOUSING FINANCE LIMITED,kolkata,My experience with Punjab National bank housing finance was very bad. Initially they had committed me with less rate of interest and later at the time of sanctioning of loan they had increase the rate of interest charged. The worst part is without my knowledge they had deposited the amount to my account inspite of the cancellation of the loan application. ,"Jul 06, 2014"
PNB HOUSING FINANCE LIMITED,ahmedabad,I had tried to transfer my existing home loan from HDFC limited to Punjab National bank housing finance. But due to the rate of interests I did not transfer as PNB was not ready to negotiate with the rates of interest as it was high and so this is the reason I had not transferred. It is a long procedure for the enquiry and it takes much time by PNB.,"Jul 06, 2014"
PNB HOUSING FINANCE LIMITED,ghaziabad,I had not taken the home loan from Punjab National bank as the rate of interest charged was very high when compared to others. Previously when I had taken the loan from PNB they had charged me lot and also they had charged for the first month emi as draft charges during the disbursement of the loans. ,"Jul 04, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,It was a very good experience with Punjab National bank housing finance for the home loan. I had not taken the loan as they were not able to approve the land which I was looking out for. Apart from this I am very satisfied with the way they are and also good response from them. It would be nice if they donÌ¢??t charge any processing fee.,"Jul 04, 2014"
PNB HOUSING FINANCE LIMITED,nagpur,I had not taken the home loan from Punjab National bank housing finance as there was a communication gap between PNB and me and so I was not able to submit the documents with the representatives. I am an existing holder of this bank and so I am the customer of PNB for the past 6 years and so far IO have not faced any issues.,"Jul 04, 2014"
PNB HOUSING FINANCE LIMITED,chennai,There was no proper response from the Punjab National bank housing finance for the home loan. I did not receive even a single call from PNB. After the application was submitted I received only one message from them informing that they will contact me but for which there was no response form them.,"Jul 04, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,It was a very good experience with Punjab national bank for the home loan. I had not taken the loan from PNB as I only had the discussion with them. The customer service executives were very supportive and so it was a very good service offered by them. They were very responsive and so there was no issues.,"Jul 04, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,The services offered by Punjab National bank housing finance was good for the home loan. They were able to resolve all my queries and they also had given me proper information. I had not taken the home loan from PNB as they were not ready to approve loans for the B karta property. It was a very timely response by the executive and also they maintaining a very good relationship with the customers.,"Jul 04, 2014"
PNB HOUSING FINANCE LIMITED,pune,The service rendered by Punjab National bank Housing Finance was really good for the home loan. Since I was looking for a loan amount of 20 lakhs I couldn't go with Punjab National Bank housing loan. The interest rate which they offered was nominal but the processing fee was a bit high. It would be better if there is a possibility to introduce online net banking services. ,"Jul 03, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,The response offered by Punjab National bank was very quick for the home loan. I could not finalize the property due to personal reasons and so that is the main reason to drop the plan of taking the loan and I had basically postponed the plan of taking the loan. It was also a very good follow up done by the executives of PNB.,"Jul 03, 2014"
PNB HOUSING FINANCE LIMITED,ahmedabad,I had not taken the home loan from Punjab National bank housing finance as they were not able to approve loan for the particular location. Apart from this the service offered was good and also other facilities are good. It would be nice if PNB provides loan for all the locations.,"Jul 03, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,It was a good experience with Punjab national bank housing finance for the home loan. I got a call from the executive and they had dealt with all my requirements. The processing fee charged was very high for the loan. Apart from this the service offered by PNB was good. The reason for not taking the loan from PNB was I felt Axis Bank had better features when compared to PNB.,"Jul 03, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,I had not taken the home loan from Punjab National bank housing finance as the rate of interest &amp; charges were high when compared to other bank. The service is very good by the customer service executive and also they were able to respond to all my queries. Above all I felt the features of SBI bank was better than PNB.,"Jul 03, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,I had not taken the home loan from Punjab national Bank as they were not able to approve the loan. I had previously taken the home loan from LIC housing finance and I had tried transferring the loan to PNB. But PNB was ready to take only upto 80% of the loan amount and the remaining 20% was asked to pay by me which I was not okay with. ,"Jul 03, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,I had just made an enquiry call to the Punjab National Bank Housing Finance for the home loan. I did not take the loan as there was a miscommunication between PNB and also there was a lack of information. The best part about PNB is they had accepted to provide loans even for indore city. ,"Jul 03, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,I did not take the home loan from Punjab National Bank as the part payments and foreclose charges details were not very clear. The rate of interest charged was very high. The representative was very good as he was knowledgeable and also he was quite professional.,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,navi mumbai,I had not taken the home loan from Punjab National Bank housing Finance as they were not including the vat tax and also the service tax. The rate of interests charged was higher when compared to others. ,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,mumbai,The response was very late by the Punjab National Bank housing finance for the home loan. The executive had called me regarding the loan and that was a late response from him as I had already taken a home loan from other bank.,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,There was no proper response by Punjab National Bank housing finance for the home loan. They took much time for approving the loan and basically there was no proper follow up by the executive of PNB. It would be nice if the executive take care of the customers and do a proper follow up.,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,kolkata,I had not taken the home loan from Punjab National Bank housing finance as they did not approve me for loan. The reason was the type of loan which I had purchased. Apart from this it was a quick response and also the executive had contacted me immediately. ,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,I had not taken the home loan from Punjab National Bank housing Finance due to some personal issues. The executive from PNB had called me regularly and he also followed up with me regularly. He had also called me many times and asked for my requirements. ,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,I have just gone through with the charges of Punjab National Bank Housing Finance for the home loan. The reason for not taking the loan is because the charges were high and so I had canceled the plan of taking the loan. Apart from this the service offered was good and so no issues with PNB.,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,noida,It was a very good experience with Punjab National Bank for the home loan. The executive who had approached me was informative and they were quick in their response. I did not take the home loan from PNB as my property was not entitled. They did not approve me with loan for the particular area which I have purchased. ,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,I did not take the home loan from Punjab National Bank housing finance as I did not explore much details about PNB and basically I was not much interested to take loan. The rate of interest was bit high when compared to other banks. Apart from this the service offered by Punjab National bank is good.,"Jul 02, 2014"
PNB HOUSING FINANCE LIMITED,jaipur,My experience with Punjab National Bank housing finance is good. The entire loan formality was taken care of my relative who works for PNB and so it was a smooth process. It took only 7 days for the loan to get disbursed. The processing time was very less and so it was a friendly environment with PNB.,"Jul 01, 2014"
PNB HOUSING FINANCE LIMITED,greater noida,It was a immediate response form the Punjab National Bank housing finance initially and the executive had contacted me immediately. I had not taken the home loan as there was no proper response from them. They were not sure about approving of the loan because of the area where I was planing to purchase the property. ,"Jul 01, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,I had not taken the home loan from Punjab National Bank housing finance as the builder did not have tie up with PNB and so the builder was not willing to take loan. Apart from this the response from the customer service executive was very good. ,"Jul 01, 2014"
PNB HOUSING FINANCE LIMITED,kolkata,I had not taken the home loan from Punjab National bank as there is no proper response from them. The executives of the institute are not very professional and they had not communicated with me well. There was no single call from PNB and thats the reason I had dropped the plan of taking the loan.,"Jul 01, 2014"
PNB HOUSING FINANCE LIMITED,coimbatore,Home loan process was fine and I would like to rate high for the same but I cannot find bifurcation of the EMI details on the portal. PNB Housing Finance people are not informing the customers if there a change in interest rate so suggest them to communicate the customers properly. Rate is not competitive with other banks.,"Jul 01, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,I did not take the home loan from Punjab National Bank housing Finance as the kind of documents they had required was not satisfied with me. Basically there was no follow up from the executives of PNB and also they are not flexible. Initially hey had followed up with me and later they did not and also they were not proactive.,"Jul 01, 2014"
PNB HOUSING FINANCE LIMITED,noida,Great to deal with PNB Housing finance as got the home loan in a short period of time. It was actually a hassle free process and interest rate is part with the market. I did not inquire about the fore closure. I suggest PNB to improve in respect to responsiveness as they lacks there.,"Jul 01, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,"I got the deal of home loan for the interest of 10% from PNB Housing Finance. Service is good and even the executive were good in response. As on RBI guidelines, they are processing everything and dislike is the insurance as they are asking all the customers to take insurance with the loan. Great if they process the insurance only to the interested customers. ","Jul 01, 2014"
PNB HOUSING FINANCE LIMITED,chennai,"It was nice experience from PNB Housing Finance. Initially the executive was not much reachable where I want to call him to get information but later it was transferred to the sales manager and start from there, everything went smooth. I got the rate of 9.99% for home loan in floating range.","Jun 24, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,"Rate of interest is very high and the promised thing was not delivered. I was informed that PNB housing finance would include the registration amount in the loan amount but at the end they asked me to pay it by my own, which I am very dissatisfied. Due to their wrong commitment I was supposed to pay 80% for registration. Otherwise I am satisfied with PNB home loan services.","Jun 23, 2014"
PNB HOUSING FINANCE LIMITED,pune,"PNB Housing Finance have deducted some amount, which is not disclosed before. More over they collected several cheques during the home loan process but they did not mention the reason for collecting cheques. I came to know about insurance deduction only at the end of the process. If they would have mentioned me at the first, I would have gone for best insurance company. PNB should give option of shifting the loan process to nearby branch.","Jun 23, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,"Actually to renovate my home I opted for home loan where 20% need to be invested by customer but PNB Housing Finance asked me to invest more. To avail 5 lakhs, I had spent near about 3lakhs. PNB is good but my branch service is not good. Interest rate is good. On time the home loan was sanctioned so happy about it.","Jun 23, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,Comfortable in dealing with PNB Housing Finance as the team was aggressive and the followed well till the end. They did not ask for unnecessary documents and they have not over committed. Interest rate is fine and charges are nominal for home loan.,"Jun 23, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,"I was surprised by the degree of unprofessionalism and ignorance by one of the PNBHFL officer/executive at Bangalore, BTM branch.I asked bank to disburse the partial amount of the demand note issued by builder by clearly stating on mail and on call. But they completely ignored my request and disbursed the complete amount without letting me know at any point of time.This now resulted me in paying pre-EMI on the bigger loam amount value, which I could have easily lowered by paying partial amount.After calling multiple times to the executive, they are saying that it can not be reverted as cheque is already sent for clearance.I complaint about same online grievance portal. The next day I got the call from same officer that why I posted the complaint.. Furious, still no apologies from him.I am thinking to transfer my loan account to some private bank as they are offering better service and lower interest rates.","Jun 01, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,"The worst service providers. I faced problems at each and every step of my loan process. Infact I feel it is better to transfer the loan to any other private bank which excel in customer satisfaction and professionalism. This entire team is made of useless people who are very careless with respect to customer satisfaction. The executive promised to reimburse the processing charges and then turned up saying that they were deducted from his salary and hence cannot reimburse. They bounced my ECS twice, once by inappropriate documentation and next time by enrolling for double the EMI amount.","May 28, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,I took home loan from PNB. I am happy with PNB customer service. They are not transparent. and even the entire team. I was told there was no pre emi only emi will be deducted. So I was deducted both the charges. The customer service they got to improve on this and should be more customer friendly.Interest rate can be reduced and it should be competitive as per the market. It was an average experience.,"May 26, 2014"
PNB HOUSING FINANCE LIMITED,noida,I took home loan from Punjab national bank. I liked the service that was provided to me. I havenÌ¢??t faced any issues. Documentation and other paper work was very fast and smooth. So within 15 days my loan got disbursed. PNB is better I would say.,"May 26, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,"I took home loan from PNB. I was offered 10.15% interest rate is less compared to the other banks. I was charged 12,000 as processing fee which is too high. I am expecting of 5K to 6 K it could be much better. Apart from that the service was good and happy with PNB.","May 26, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,"I took home loan from Punjab National bank. The customer service were very good, cooperative and customer friendly. It was bit delayed from my side so it took from 10 to 15 days for disbursement of my loan after the documentation process. It was smooth process.","May 26, 2014"
PNB HOUSING FINANCE LIMITED,chennai,"I took home loan from Punjab national bank. I had a good service from them. The one draw back is the processing fee. When I transfer from one loan to other loan I was again charged Rs 10,000. Since I am existing customer of PNB, I feel that they should have a reduction in the charges. Apart from this I had no issues PNB was good. ","May 26, 2014"
PNB HOUSING FINANCE LIMITED,pune,I got the housing loan with Punjab national housing finance for the rate of interest as 10.15%.The follow up was good.They do adhere towards the customer opinions.It is the prompt service and there is no hidden charges.They are always very transparent towards the customers.,"May 21, 2014"
PNB HOUSING FINANCE LIMITED,chennai,I have applied home loan in other two banks which they rejected because of document mistake but pnb accepted the document and within 1 week they gave the sanction letter which is on December of last year but till now they didn't release the first amount and they didn't come to visit the site also. And we also corrected the document mistake also. We constructed building to the second floor till now they didn't appear. I Advise not to go to this lender for loan. And we also corrected the document mistake also,"May 04, 2014"
PNB HOUSING FINANCE LIMITED,kolkata,My experience with Punjab National Housing Finance was not upto the mark. Their online portal is not that good as it is difficult to track the application status. And for the email I send for my queries it took nearly 7 to 8 days for the response. It was a speedy process and my loan got sanctioned in 4 to 5 days and also the response was very good. One thing which I didn't like is still now I haven't received the welcome kit from them which has got the details about the loan details.,"Apr 29, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,"Home loan service was good in the start where the disbursal was happened in 7-8 days but the post process is not good. If I try reaching them to get sort of any queries over telephone and through mails, not getting revert. I personally visited the branch of PNB housing finance in respect to collect cheque and I gave it to the builder. Apart from that fee structure are fine.","Apr 28, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,In time period of twenty working days the PNB housing finance processed the home loan and that was really good. There was some confusion in home loan documentation process as initially I was not informed about the CTS par cheques and they only informed post I submitted everything. Moreover I asked for the loan amount of 15 years but they sanctioned it for 20 years. ,"Apr 24, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,PNB housing finance need to improve on their customer relationship because they are taking more than 7 days if customer write anything over mail. Other than that home loan service was excellent and the interest rate were reasonable. Nice if PNB give all details of home loan on online which would help customers to check the status.,"Apr 24, 2014"
PNB HOUSING FINANCE LIMITED,pune,Just I transferred my home loan from one bank to PNB housing finance limited but paid interest rate to both of them in a same month. PNB should not charge the interest rate for the period where customer did not take the loan. 10.15% of interest rate is affordable for home loan and RBI has decreased the interest rate but PNB not yet reduced. Overall my experience was not satisfactory with PNB.,"Apr 23, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,"PNB housing finance should incorporate new thing on Internet portal because it is not user friendly. Whenever I do contact them to change their portal, they use to say like it is under progress so PNB have to work on it. In respect to interest rate I am fine because everybody is offering same of 10.50% with less fee and charges on home loan. ","Apr 16, 2014"
PNB HOUSING FINANCE LIMITED,pune,"Overall experience was very nice and excellent customer support by PNB housing finance limited. Whatever the availability in market of interest I got it from PNB for home loan. Executives and managers were helpful in respect to documentation and other parameters as they cleared all the things in beginning. Executive came by 9.30pm to collect documents, which is very good. ","Apr 16, 2014"
PNB HOUSING FINANCE LIMITED,chennai,"Some of the information was not shared to me clearly as initially I was informed that 5618 as processing charge but later PNB housing finance informed that I have to pay pre and post processing fee. Overall I paid double the amount., which was disappointing. Secondly they deducted interest rate for 21 days in the first month. Executive was not patient enough to handle the customers after the initial process so they have to focus on it. Still I havent received the registration copy for home loan. Rate of interest 10.3% is fixed for first ten years and later it would fluctuate. ","Apr 16, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,As per the market standards PNB housing finance is giving the interest rate and the charges on home loan is nominal. Right from the first day it was fine experience because the officers came my place for verification and everything went on smooth. In duration of 7 days the loan was sanctioned. ,"Apr 16, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,I had taken a home loan from Punjab National Bank hosing limited. The only best part about the company was their lowest rate of interest rate charges as it was the best in the market at that time. The worst part is they had deducted emi for a month without even disbursing the loan. There is no fore closure charges. There is no proper response form them as I had to write emails to them for several times.&#9;,"Apr 11, 2014"
PNB HOUSING FINANCE LIMITED,mumbai,"I had a best experience at PNB housing finance limited. I have applied for home loan, the process didnt took more than 7 days and the rate of interest provided was affordable. EMI is deducted from the account on the date promised. Overall my experience with PNB housing finance limited was great. ","Apr 10, 2014"
PNB HOUSING FINANCE LIMITED,chennai,"Recently, I have switched over my home loan from Axis bank to PNB housing Finance limited. The interest rate offered by PNB Housing finance limited was 10.75% which is fixed which is for a period of 10 years. There is no processing fee charged for the same. They took 10 to 15 days of time to offer this loan. ","Apr 08, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,"I have taken a home loan and at the time of taking every thing was OK but They do not take care of your documents properly and you have to go on making many rounds to the bank, they do not even care for EM I In time you have to remind them to submit the cheque other wise you will become the defaulter with out your fault.The charges and time any certificate are very very highthey take 15 to 30 days to issue pre closure statement and the they charge very high where as other banks provide the same free of cost and in one to two days. Disappointing experience and service. I think they are fooling the customers....","Apr 02, 2014"
PNB HOUSING FINANCE LIMITED,navi mumbai,"I would suggest go for some other bank who has good process and procedure. Employees are not knowledgeable and they act like boss. Very rude to customers. There is no proper process. Verbally they will communicate something and later deny it. Worst service. If you need peace of mind , do not take loan from PNBHFL, especially Vashi Branch. Those are not well trained people working there, neither they wish to enhance their process or solve customer query. They don't deserve ratings! I would rate them as zero , i would say -1 .","Mar 25, 2014"
PNB HOUSING FINANCE LIMITED,chennai,"PNB Housing loan it was a timely help and the employees will come to my place and they will explain how the repayment works. They are ready to come to our office at any point of time, they will not disturb during office hours. The agents will also come after business hours. They have even provided a overdraft facility based on this account however I have refused to accept that. ","Mar 14, 2014"
PNB HOUSING FINANCE LIMITED,indore,PNB Housing finance is ok. Customer service needs improvement I would say. As I not getting correspondence from them on time. For example if there is any change in the interest rate I will not be intimated on that. At times I may not receiving the statements also. I have to personally visit their office to collect the statement and for getting the updates. ,"Mar 04, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,"Response was very slow in PNB housing finance and if I compare with other banks, service is not that much recommendable. No issues in rate of interest and charges because all the stuffs are reasonable and affordable. Just to build home I availed home loan. EMI date is 15-16th and this is actually not fixed as I am paying in the second week of every month by visiting the branch directly. ","Mar 02, 2014"
PNB HOUSING FINANCE LIMITED,chandigarh,PNB Housing loan is good. Rate of interest charged against the housing loan was ok . Processing fee charged by them was ok . They have added insurance to the loan which is really high. I myself found the property and I have got all my property documents within 10 to 20 days. ,"Feb 18, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,I have continued with my earlier bank itself. I was holding a home loan with IDBI. I have planned to continue with the same bank. Response is good when it comes to PNB. I would verification and documentation was really good and as they have done a complete verification about my property documents in case of IDBI. Where as in case of PNB the verification was not that good and I am not happy with the interest rate also .,"Feb 11, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,I have applied for the housing loan with PNB . However I have taken a loan with LIC Housing Finance. The reason why because did not get proper response from PNB on time. The rate of interest and processing fee charged by PNB was really good and the only thing is they have to more pro active. ,"Feb 10, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,I have contacted PNB for the housing loan. However I decided to go with as SBI as it has got max gain benefit. This is the only difference otherwise its good. The person whom I spoke with was really good and he explained about the entire loan procedure. I am happy with the way Max gain woks hence chosen SBI. ,"Feb 10, 2014"
PNB HOUSING FINANCE LIMITED,mumbai,I have dropped the idea of taking a housing loan from PNB as I have not finalized the property yet . Once after finalizing the property I will certainly contact PNB for the same. I am very much happy with the interest rate and processing fee charged by them. I hardly had one or two interactions with PNB and I am quite happy with those calls. ,"Feb 10, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,The property which I have chosen was not approved by PNB Housing loan that was the main reason for not avialing loan with them. I have taken a loan with some other Nationalised Bank. I am very much happy with the rate of interest and the processing fee charged by them was very less.,"Feb 10, 2014"
PNB HOUSING FINANCE LIMITED,kolkata,Rate of interest offered by PNB Housing loan is quite similar to others. The response provided by them is not that good. I did not receive a proper response from them. I have taken a housing loan form LIC Housing Finance . I had no other issues. I had no communication from the BankÌ¢??s side more than 7 to 10 days and that is why I have switched over to LIC Housing Finance. ,"Feb 10, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,"Actually the property which I have chosen was not approved by PNB Housing finance. That was the first and foremost reason for dropping PNB Housing Finance. However I have approached HDFC LTD, as they have offered me a lower interest rate and processing fee of rs 11000 also its next to my premises and its because of the above mentioned reasons I have chosen HDFC LTD. ","Feb 10, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,I have not finalized the property yet that was the main reason for not taking the loan with PNB Housing loan . I have planned to take a loan with LIC housing finance. Rate of interest offered by them was low processing fee charged by them is same as other Banks. Customer service offered by them was really good. ,"Feb 09, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,I could not get a housing loan from PNB Housing Finance. Mine was not a free hold property that is why I refused to offer a housing loan. Rate of interest offered by them was very nominal . Processing fee charged by them was not ok. They were very quick in responding. I got a call from them within 48 hours of time. ,"Feb 09, 2014"
PNB HOUSING FINANCE LIMITED,new delhi,The rate of interest offered by PNB was on the higher side that was the first and foremost reason for taking the loan with PNB. I have taken a housing loan with LIC Housing Finance as they offered me a less interest rate and I am unable to comment about their services as I have not availed. ,"Feb 09, 2014"
PNB HOUSING FINANCE LIMITED,pune,PNB Housing loan is ok. The only drawback was the property which I have chosen by me was not approved by PNB. I got a delayed response from them. Rate of interest offered by them was ok and processing fee is nil. Service offered by them was ok. However their tired their level best to help me. ,"Feb 09, 2014"
PNB HOUSING FINANCE LIMITED,pune,"Actually, the basic reason for not taking a housing loan from PNB is because of the higher interest rate. They did not provide good offers on the interest rate. I have taken a loan from LIC Housing limited and they offered about 10.1% for a period of 2 years and after which its floating and that was one of the major reason for choosing LIC Housing Finance. ","Feb 09, 2014"
PNB HOUSING FINANCE LIMITED,thiruvananthapuram,PNB Housing Finance has already called me . I have told them that I might require that next financial year. Happy with the processing fee and charges. They told me that I can even provide a loan against mere land with out building . I will recommend PNB Housing loan to others. ,"Feb 09, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,I have applied for the housing loan at PNB. However my property is a BKHATA property and PNB was unable to approve the loan for a bkhata property as it was outside city limits. They did not finalize the property as it was outside city limits and overall its fine. ,"Feb 07, 2014"
PNB HOUSING FINANCE LIMITED,hyderabad,"Off course, I have approached PNB for the housing loan. There was some kind of delay of 2 or 3 weeks time due to which I decided not go with PNB. As my builder was in a hurry . I decided not to go ahead with PNB. I did not have any issues with the documents and I decided to take a housing loan with LIC Housing finance and HDFC LTD. &#9;","Feb 07, 2014"
PNB HOUSING FINANCE LIMITED,noida,Actually the property which I was looking out for was not authorised by PNB. It is not in their list. I would kindly request them to approve more property so a lot of customers would avail a housing loan through them. Customer service offered by them was ok. It is a trusted one and that is why I have tried to take a loan with this Bank. ,"Feb 07, 2014"
PNB HOUSING FINANCE LIMITED,chennai,"My previous home loan was with PNB housing finance limited, they provide better facilities for home loan. Its floating interest rate which is been provided. Everything is free of cost that too in terms of pre closure. Overall its transparent.","Feb 01, 2014"
PNB HOUSING FINANCE LIMITED,kochi,PNB Housing finance offers very good deals in terms of interest rate which is floating and fixed rates. Their customer service team are too good in collecting documents as well as communicating to the customers. There are pre closure charges however there is a possibility of paying 25% of the home loan amount in advance.,"Feb 01, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,PNB housing finance is great and they are giving good options to their customers. Quiet attractive interest rate where it is 10.6% for home loan. I am very much satisfied with PNB but the property owner is having only account in different sector so I was supposed to take loan from other sector or my option is PNB. They responded frequently and follow up was wonderful. The officers visited place directly and mentioned the required information. ,"Jan 31, 2014"
PNB HOUSING FINANCE LIMITED,kolkata,"Good experience with PNB Housing Finance Limited when I approached for home loan but the issue is that, the PNB branch is not in the location where I found the property so the deal got closed. They shared the reason instantly. Interest rate they were ready to offer is 11% and processing charge is nil. ","Jan 31, 2014"
PNB HOUSING FINANCE LIMITED,chandigarh,"I was looking for home loan with certain nationalized banks, where finally I got the home loan from Punjab housing finance limited. Services are not that much better and one drawback is that they don't have proper on line facility for checking my EMI payments. ","Jan 27, 2014"
PNB HOUSING FINANCE LIMITED,bangalore,The whole experience in availing home loan from Punjab housing finance is good. It was a pre approved home loan which I had got. Interest rate is 10.15% which is as per the market rate. Even there are no pre closure charges.,"Jan 27, 2014"
