name,club,pos,status,news,chance_of_playing_this_round,chance_of_playing_next_round,now_cost,total_points,event_points,minutes,points_per_game,points_per_game_last3,form,value_form,value_season,dreamteam_count,selected_by_percent,transfers_out,transfers_in,transfers_out_event,transfers_in_event,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,ep_this,ep_next
Shay Given,Stoke,Goalkeeper,active,,100,100,4.3,13,0,450,2.6,4,0,0,3,1,0.5,22100,19657,701,277,-2,0,2,0,0,0,0,14,1,1,0,1,0,18,3,92,144.8,0,0,14.4,24,0,0.5
Jack Butland,Stoke,Goalkeeper,major injury,Ankle injury - Unknown return date,0,0,4.6,0,0,0,0,0,0,0,0,0,0.9,141370,3351,1480,109,-4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0
Jakob Haugaard,Stoke,Goalkeeper,long loan,Loaned to Wigan Athletic,0,0,4.3,0,0,0,0,0,0,0,0,0,0.1,3061,251,78,13,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
Ryan Shawcross,Stoke,Defender,active,,100,100,4.9,53,15,1530,3.1,5,4,0.8,10.8,2,1.8,86217,68705,2663,7719,-1,0,1,0,1,2,4,29,0,0,0,3,0,0,5,281,388,46,290,72.5,176,4,4.5
Marc Wilson,Bournemouth,Defender,minor injury,Knock - 75% chance of playing,75,75,3.9,0,0,0,0,0,0,0,0,0,2.4,56706,83936,7600,13001,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1,0.4
Geoff Cameron,Stoke,Defender,major injury,Knee injury - Unknown return date,0,0,4.3,20,0,630,2.9,5,0,0,4.7,0,0.2,22019,14488,580,27,-2,0,2,0,0,0,2,11,0,0,0,0,0,0,2,126,131.2,33.5,103,26.8,293,0,0
Erik Pieters,Stoke,Defender,active,,100,100,4.5,55,7,1710,2.9,3.3,2.5,0.6,12.2,0,6.1,170185,229646,13902,48069,0,0,0,0,0,1,6,28,0,0,0,3,0,0,3,340,320.2,191.5,55,56.9,388,2.5,3
Marc Muniesa,Stoke,Defender,active,,100,100,4.1,23,0,289,4.6,5.3,0,0,5.6,1,0.7,27031,46629,4321,6133,-4,0,4,0,1,0,2,3,0,0,0,1,0,0,3,88,116,24.1,26,16.6,111,0,0.5
Phil Bardsley,Stoke,Defender,active,,100,100,4.3,20,0,661,2.2,1.7,0,0,4.7,0,0.1,9544,6946,191,127,-2,0,2,0,0,0,2,9,0,0,0,2,0,0,0,105,89.4,69.8,40,20,107,0,0.5
Philipp Wollscheid,Stoke,Defender,long loan,Joined Wolfsburg in season-long loan deal,0,0,4.5,1,0,180,0.5,0.5,0,0,0.2,0,0.2,43220,781,134,9,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,23,36.4,3.4,10,5,330,0,0
Glen Johnson,Stoke,Defender,active,,100,100,4.7,33,6,1024,2.8,2,1.5,0.3,7,0,0.2,13618,12088,851,1072,-3,0,3,0,0,0,4,19,0,0,0,1,0,0,3,208,184.8,67.3,79,33.2,324,1.5,2
Dionatan do Nascimento Teixeir,Stoke,Defender,long loan,Omitted from 25 man squad,0,0,4,0,0,0,0,0,0,0,0,0,0.5,31023,3343,597,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Stephen Ireland,Stoke,Midfielder,major injury,Broken Leg - Expected back 04 Feb,0,0,4.4,0,0,0,0,0,0,0,0,0,0,460,332,19,19,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
Charlie Adam,Stoke,Midfielder,active,,100,100,4.7,40,11,845,3.1,4.3,3.3,0.7,8.5,1,0.8,19288,44423,4864,18737,-3,0,3,0,1,3,4,12,0,0,0,4,0,0,4,143,162,266.6,164,59.1,109,3.3,3.8
Glenn Whelan,Stoke,Midfielder,active,,100,100,4.3,30,1,1202,1.9,1.7,1.3,0.3,7,0,0.6,36065,23273,1297,1494,-2,0,2,0,0,0,3,22,1,0,0,2,0,0,1,188,226.8,181.4,34,44.1,432,1.3,1.8
Jonathan Walters,Stoke,Midfielder,major injury,Knee injury - Unknown return date,0,0,5.6,47,3,936,2.9,4,3,0.5,8.4,0,0.2,11520,8128,1290,625,-4,0,4,0,2,2,4,17,0,0,0,0,0,0,2,122,168.4,89.9,350,60.9,312,2.3,0
Marko Arnautovic,Stoke,Midfielder,active,,100,100,7.1,39,3,1322,2.4,1,0.8,0.1,5.5,0,0.7,89809,39198,652,633,-4,0,4,0,1,2,5,20,0,0,0,5,1,0,0,143,169,314.7,372,85.6,528,0.8,1.3
Ibrahim Afellay,Stoke,Midfielder,active,,100,100,5.4,4,1,100,1.3,1.3,1,0.2,0.7,0,0,645,646,87,132,-1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,17,3.8,27,2,3.1,270,1,1.5
Xherdan Shaqiri,Stoke,Midfielder,active,,100,100,6.1,46,0,912,3.8,1.7,0.5,0.1,7.5,1,3.4,446042,232868,7013,1980,-4,-1,4,1,3,0,5,9,0,0,0,1,0,0,5,134,157,389.6,203,74.5,302,0.5,1
Giannelli Imbula,Stoke,Midfielder,active,,100,100,4.6,22,0,787,2.2,2,1.5,0.3,4.8,0,0.2,13055,5266,243,83,-4,0,4,0,0,1,2,19,1,0,0,1,0,0,1,120,65,111,40,21.6,194,1.5,2
Bojan Krkic,Stoke,Midfielder,minor injury,Hip injury - 50% chance of playing,50,50,5.5,30,0,475,3.3,3.3,2.5,0.5,5.5,0,0.9,103631,46111,1305,455,-5,0,5,0,3,0,0,12,0,0,1,1,0,0,4,93,125.4,84.5,114,32.1,360,2.5,1.5
Peter Crouch,Stoke,Forward,active,,100,100,4.7,28,6,466,2.3,6,4.5,1,6,0,1.6,40514,69117,6342,34644,-3,0,3,0,2,1,1,11,0,0,0,0,0,0,1,86,121.2,101.7,200,42.4,47,4.5,5
Mame Biram Diouf,Stoke,Forward,short loan,On international duty at the Africa Cup of Nations,0,0,5.7,28,1,893,1.9,2.3,2.3,0.4,4.9,0,0.4,31598,16661,2100,361,-3,0,3,0,0,2,3,21,0,0,0,3,0,0,0,115,132,101.8,150,38.3,245,2.3,0
Jose Luis Mato SanmartÃƒÂ_n,Stoke,Forward,long loan,Joined Deportivo la Coruna in season-long loan dea,0,0,5.3,0,0,0,0,0,0,0,0,0,0.1,6546,613,26,12,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0
Vito Mannone,Sunderland,Goalkeeper,active,,100,100,4.3,10,7,360,2.5,2.7,1.8,0.4,2.3,0,0.7,35137,18893,2078,9605,-2,0,2,0,0,0,0,10,0,0,0,0,0,19,2,76,115.4,0,0,11.6,210,0.3,1.3
Jordan Pickford,Sunderland,Goalkeeper,major injury,Knee injury - Expected back 25 Feb,0,0,4.2,54,0,1440,3.4,4.7,2.8,0.7,12.9,2,11.8,280538,412449,56524,4820,2,0,-2,0,0,0,2,27,0,0,0,0,0,73,3,326,488.6,30,0,51.9,18,0,0
Younes Kaboul,Watford,Defender,active,,100,100,4.4,34,1,1149,2.4,3,2.5,0.6,7.7,0,0.7,29551,27984,1631,2554,-1,0,1,0,1,0,3,24,0,0,0,1,0,0,0,205,239.2,17.2,174,43,231,2,2.5
John O'Shea,Sunderland,Defender,active,,100,100,4.4,13,1,797,1.1,0.7,0.5,0.1,3,0,0.4,18237,5198,367,254,-1,0,1,0,0,0,0,17,0,0,0,2,0,0,1,113,154.2,6.2,4,16.3,193,-1,0
Billy Jones,Sunderland,Defender,minor injury,Hamstring injury - 75% chance of playing,75,75,4.4,12,0,834,1.1,0.3,0,0,2.7,0,0,1455,1001,53,24,-1,0,1,0,0,0,1,21,0,0,0,4,0,0,0,130,185,138.4,62,38.6,211,0,-0.4
Patrick van Aanholt,Sunderland,Defender,active,,100,100,5,58,1,1604,3.1,0.7,4.3,0.9,11.6,3,4.4,185652,137510,10095,11673,0,0,0,0,3,1,2,34,0,0,0,1,0,0,6,348,422,376,264,106.3,369,2.8,3.8
Adam Matthews,Sunderland,Defender,long loan,Season-long loan to Bristol City,0,0,4,0,0,0,0,0,0,0,0,0,0,1290,339,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Lamine KonÃƒÂ©,Sunderland,Defender,short loan,On international duty at the Africa Cup of Nations,0,0,4.4,31,0,1463,1.8,2.3,1.8,0.4,7,0,0.9,78224,21688,5127,105,-1,0,1,0,0,0,2,27,0,0,0,2,0,0,0,238,327.8,20.7,184,53.4,176,0.2,0
Jan Kirchhoff,Sunderland,Midfielder,major injury,Knee injury - Unknown return date,0,0,4.3,12,0,433,1.7,2,0,0,2.8,0,0,3279,1451,112,19,-2,0,2,0,0,1,0,11,0,0,0,1,0,0,0,61,53.6,30.1,26,10.9,118,0,0
Lee Cattermole,Sunderland,Midfielder,major injury,Hip injury - Expected back 18 Mar,0,0,4.2,3,0,175,1.5,1.5,0,0,0.7,0,0.1,5667,1693,123,164,-3,-1,3,1,0,0,0,3,0,0,0,1,0,0,0,17,20.2,5.5,0,2.6,246,0,0
Sebastian Larsson,Sunderland,Midfielder,active,,100,100,4.7,11,4,398,1.6,2.7,2.3,0.5,2.3,0,0,1109,1075,140,547,-3,0,3,0,0,1,0,11,0,0,0,2,0,0,0,49,44.2,81.1,15,13.8,58,0.8,1.8
Jack Rodwell,Sunderland,Midfielder,active,,100,100,4.3,18,1,703,2,1.3,0.3,0.1,4.2,0,0.7,81249,65988,870,879,-2,0,2,0,0,1,0,16,0,0,0,3,0,0,1,93,108.6,49.3,53,21.2,112,-1.2,-0.2
Jeremain Lens,Sunderland,Midfielder,long loan,Season-long loan to FenerbahÃƒÂ§e,0,0,5.9,2,0,69,1,1,0,0,0.3,0,0,2483,193,13,4,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12,14.2,31.3,52,9.7,180,0,0
Wahbi Khazri,Sunderland,Midfielder,short loan,On international duty at the Africa Cup of Nations,0,0,6,14,1,456,1.3,1,0.8,0.1,2.3,0,0.1,11237,882,181,17,-5,0,5,0,0,0,1,12,0,0,0,2,0,0,0,42,35.6,141.1,86,26.2,172,-0.7,0
Duncan Watmore,Sunderland,Midfielder,major injury,Knee injury - Unknown return date,0,0,4.8,43,0,1025,3.1,4.7,0,0,9,0,0.1,15505,12931,301,21,-2,0,2,0,0,5,2,20,0,0,0,1,0,0,1,125,118.6,159.7,241,51.4,185,0,0
Fabio Borini,Sunderland,Forward,active,,100,100,5.1,17,2,594,2.4,3.3,3,0.6,3.3,0,0.7,72860,20094,2375,3413,-4,0,4,0,1,0,2,12,0,0,0,2,0,0,1,65,64.2,49.3,106,21.3,280,1.5,2.5
Jermain Defoe,Sunderland,Forward,active,,100,100,7.8,113,13,1792,5.7,7.3,6.8,0.9,14.7,5,26.7,827830,1641706,30193,177555,8,1,-8,-1,11,3,2,36,0,0,0,1,0,0,21,368,444.8,160.4,749,134.4,595,5.3,6.3
Lukasz Fabianski,Swansea,Goalkeeper,active,,100,100,4.8,56,2,1800,2.8,1.7,1.5,0.3,11.4,0,3.8,127173,136218,7114,389,-2,-1,2,1,0,0,3,45,0,1,0,1,0,61,5,339,420.8,0.1,0,42.1,366,2,0.5
Kristoffer Nordfeldt,Swansea,Goalkeeper,active,,100,100,3.9,0,0,0,0,0,0,0,0,0,2.3,33209,12512,1609,4333,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,-1
Kyle Naughton,Swansea,Defender,active,,100,100,4.3,26,2,1295,1.7,1,0.8,0.2,6,0,0.9,46041,33294,1733,1560,-2,0,2,0,0,0,2,30,0,0,0,3,0,0,3,243,319.4,246.7,138,70.5,239,1.3,-0.2
Ashley Williams,Everton,Defender,active,,100,100,4.9,61,6,1630,3.2,4.7,4,0.8,12.4,1,8.2,261577,280357,19869,25420,-1,0,1,0,1,0,5,21,0,0,0,2,0,0,5,366,498.6,70.8,185,75.6,487,4,3
Neil Taylor,Swansea,Defender,major injury,Facial Injury - Expected back 04 Feb,0,0,4.2,22,6,920,2,2.7,2,0.5,5.2,0,0.5,49183,24785,5153,4892,-3,0,3,0,0,1,2,26,0,0,0,1,0,0,0,160,149.2,84.1,12,24.6,321,2.5,0
Angel Rangel,Swansea,Defender,active,,100,100,4.3,22,7,770,1.6,2.7,2,0.5,5.1,0,0.3,10904,4804,626,1640,-2,0,2,0,1,0,1,24,0,0,0,1,0,0,1,171,203.4,121.7,54,38.1,194,2.5,1
Jordi Amat,Swansea,Defender,active,,100,100,4.1,20,0,1350,1.3,0.7,0.3,0.1,4.9,0,11.1,313234,385908,33539,9323,1,0,-1,0,0,0,2,34,0,0,0,5,0,0,0,224,318,28.2,106,45.3,63,0,-0.7
Federico FernÃƒÂ¡ndez,Swansea,Defender,active,,100,100,4.2,13,2,810,1.4,1.3,0.5,0.1,3.1,0,1.1,63044,9697,1148,652,-3,0,3,0,0,0,1,16,0,0,0,3,0,0,0,131,218.6,6.9,41,26.8,333,1,-0.5
Franck Tabanou,Swansea,Defender,long loan,Joined Granada in season-long loan deal,0,0,4.4,0,0,0,0,0,0,0,0,0,0,1539,88,11,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Kingsley,Swansea,Defender,active,,100,100,4,19,0,675,2.4,2.3,0,0,4.8,1,9.7,382152,546092,26917,6574,0,0,0,0,0,0,2,13,0,0,0,0,0,0,2,124,96.2,65.2,14,17.5,75,0.5,-1
Mike van der Hoorn,Swansea,Defender,active,,100,100,4.3,15,0,630,2.1,2.3,0,0,3.5,1,0.3,18770,17688,814,54,-2,0,2,0,1,0,1,20,0,0,0,1,0,0,0,121,186.4,1.2,48,23.6,0,0.5,-1
Jack Cork,Swansea,Midfielder,active,,100,100,4.6,29,2,1166,1.8,1.7,1.3,0.3,6.3,0,0.1,4006,1401,75,54,-4,0,4,0,0,1,1,30,1,0,0,2,0,0,0,171,168.4,150.4,111,42.4,376,1.8,0.3
Gylfi Sigurdsson,Swansea,Midfielder,active,,100,100,7.3,92,7,1707,4.6,3.7,3.3,0.5,12.4,2,6.3,489496,439514,45882,11453,-2,-1,2,1,5,6,2,45,0,0,0,1,0,0,10,350,477.8,691.3,518,168.8,586,3.8,2.3
Wayne Routledge,Swansea,Midfielder,active,,100,100,4.7,47,3,1223,2.8,2.3,1.8,0.4,10,0,0.4,37130,31597,3246,916,-3,0,3,0,2,1,4,27,0,0,0,1,0,0,1,154,181,356.8,205,74.4,269,1.7,0.8
Leon Britton,Swansea,Midfielder,active,,100,100,4.4,20,0,802,1.8,2,1.5,0.3,4.5,0,0.1,3401,1722,118,72,-1,0,1,0,0,0,2,22,0,0,0,2,0,0,0,133,88.6,52.8,8,15.1,166,2,0.5
Jay Fulton,Swansea,Midfielder,active,,100,100,4.4,16,3,623,1.8,2,1.5,0.3,3.6,0,0,1289,875,57,42,-1,0,1,0,0,0,3,14,0,0,0,2,0,0,0,78,76.6,42.5,46,16.6,4,2,0.5
Sung-yueng Ki,Swansea,Midfielder,active,,100,100,5,20,2,726,1.5,1.3,0.8,0.2,4,0,0,4427,1145,38,65,-5,0,5,0,0,0,1,18,0,0,0,1,0,0,0,126,96.8,129.9,26,25.2,241,1.3,-0.2
Jefferson Montero,Swansea,Midfielder,major injury,Hamstring injury - Expected back 28 Jan,0,0,5,16,0,347,1.5,1.3,0.5,0.1,3.2,0,0.1,8262,2319,115,8,-5,0,5,0,0,1,0,9,0,0,0,0,0,0,0,70,79.2,133.9,99,31.1,202,0,0
AndrÃƒÂ© Ayew,West Ham,Midfielder,short loan,On international duty at the Africa Cup of Nations,0,0,7.1,24,1,501,2,3.7,3,0.4,3.4,0,1,274089,8188,1451,132,-4,0,4,0,1,0,2,9,0,0,0,0,0,0,0,60,52,65.3,176,28.6,524,2.5,0
Leroy Fer,Swansea,Midfielder,active,,100,100,4.9,65,4,1139,4.1,2,1.5,0.3,13.3,2,6.3,573973,686911,22394,10039,-1,0,1,0,6,1,2,27,0,0,0,3,0,0,5,257,349.4,136.1,345,83,107,2,0.5
Nathan Dyer,Swansea,Midfielder,active,,100,100,4.7,9,1,138,1.8,2.3,1.8,0.4,1.9,0,0.1,7089,1526,113,72,-3,0,3,0,0,1,0,8,0,0,0,0,0,0,0,37,38,39.9,47,12.5,64,2.3,0.8
BafÃƒÂ©timbi Gomis,Swansea,Forward,long loan,Joined Marseile in season-long loan deal,0,0,6.5,0,0,0,0,0,0,0,0,0,0,1609,389,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0
Marvin Emnes,Swansea,Forward,short loan,Joined Blackburn on loan until 15/1/17. - Expected,0,0,4.4,0,0,0,0,0,0,0,0,0,0.3,22874,14240,682,233,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Modou Barrow,Swansea,Forward,minor injury,Knock - 75% chance of playing,75,75,5,34,0,1145,1.9,1,0.5,0.1,6.8,0,1.1,100469,111269,6854,1077,0,0,0,0,0,2,4,23,0,0,0,1,0,0,0,136,153.6,332.7,223,70.5,120,1,-0.4
Hugo Lloris,Spurs,Goalkeeper,active,,100,100,5.5,70,6,1564,3.9,3.3,3,0.5,12.7,0,7.3,260086,215181,12398,13992,0,0,0,0,0,0,7,13,0,0,0,0,0,37,2,327,332.4,10,2,34.5,419,2.5,3
Michel Vorm,Spurs,Goalkeeper,active,,100,100,4.8,9,0,236,3,3,0,0,1.9,0,0.3,20766,17932,229,51,-2,0,2,0,0,0,1,1,0,0,0,0,0,6,0,51,55.6,0,0,5.5,3,-0.5,0
Toby Alderweireld,Spurs,Defender,active,,100,100,6.3,47,6,1049,3.9,4.7,2,0.3,7.5,0,9.2,608868,88413,4773,2790,-2,0,2,0,0,0,6,5,0,0,0,0,0,0,0,249,266.6,23.2,126,41.8,598,1.5,2
Danny Rose,Spurs,Defender,active,,100,100,6,76,5,1313,5.1,5,6.5,1.1,12.7,2,8.8,273204,310776,13421,47089,0,0,0,0,2,3,7,9,0,0,0,8,0,0,6,321,359.4,302.7,225,88.7,346,6,6.5
Kyle Walker,Spurs,Defender,active,,100,100,6.1,86,6,1634,4.5,4.3,3.3,0.5,14.1,2,32,756141,1182373,36673,40338,6,0,-6,0,0,4,8,12,0,0,0,5,0,0,12,410,421.2,389.8,138,95,461,2.8,3.3
Jan Vertonghen,Spurs,Defender,active,,100,100,5.7,66,7,1710,3.5,3.3,2.5,0.4,11.6,0,6.7,253312,368166,14436,11438,2,0,-2,0,0,0,8,13,0,0,0,5,0,0,3,413,513.6,26.2,59,60,335,2,2.5
Ben Davies,Spurs,Defender,active,,100,100,4.7,12,0,321,2,1.3,0.5,0.1,2.6,0,0.2,12650,6966,179,108,-3,0,3,0,0,0,1,3,0,0,0,1,0,0,0,62,64,55.4,66,18.4,192,0,0.5
Kieran Trippier,Spurs,Defender,active,,100,100,4.7,12,0,103,4,4,2.5,0.5,2.6,1,0.2,4916,4467,793,720,-3,0,3,0,0,2,0,1,0,0,0,0,0,0,2,48,55.4,30.7,4,9.1,110,2,2.5
Kevin Wimmer,Spurs,Defender,active,,100,100,4.6,2,0,270,0.7,0.7,0.5,0.1,0.4,0,0.1,6444,2262,164,95,-4,0,4,0,0,0,0,4,1,0,0,1,0,0,0,27,36,14,0,5,131,0,0.5
DeAndre Yedlin,Spurs,Defender,long loan,Joined Newcastle on 24/8,0,0,4.4,0,0,0,0,0,0,0,0,0,0.2,13955,420,93,10,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0
Eric Dier,Spurs,Midfielder,active,,100,100,5,38,3,1441,2.1,2.3,2.3,0.5,7.6,0,4.6,382759,28753,3739,2210,-5,0,5,0,0,0,7,12,0,0,0,2,0,0,0,225,297,94.6,97,49.1,526,1.8,2.3
Mousa DembÃƒÂ©lÃƒÂ©,Spurs,Midfielder,active,,100,100,5.4,29,3,886,2.4,2,1.5,0.3,5.4,0,0.3,18258,19888,1073,2042,-1,0,1,0,0,1,4,10,0,0,0,4,0,0,3,186,173.2,178.2,47,40,473,1,1.5
Nacer Chadli,West Brom,Midfielder,active,,100,100,6,62,2,973,4.1,2,2,0.3,10.3,2,1.4,263639,288666,7966,1841,-5,-1,5,1,4,2,3,14,0,0,0,1,0,0,8,187,219.4,177.8,276,66.7,173,3,1
Erik Lamela,Spurs,Midfielder,major injury,Hip injury - Unknown return date,0,0,6.6,28,0,595,3.1,2,0,0,4.2,0,3.6,527666,302323,2798,168,-4,0,4,0,1,1,4,2,0,0,1,1,0,0,4,93,121.8,275.2,225,62.2,519,0,0
Christian Eriksen,Spurs,Midfielder,active,,100,100,8.6,111,11,1665,5.8,7.7,6.3,0.7,12.9,3,14.8,564446,731035,42620,88328,1,0,-1,0,5,9,7,14,0,0,0,0,0,0,14,414,526,795.3,681,200.4,738,5.8,6.3
Nabil Bentaleb,Spurs,Midfielder,long loan,Joined Schalke on loan until the end of the season,0,0,4.5,0,0,0,0,0,0,0,0,0,0,4204,473,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
Ryan Mason,Hull,Midfielder,active,,100,100,4.7,23,1,822,1.6,0.7,0.3,0.1,4.9,0,0.1,4443,3617,86,32,-3,0,3,0,1,0,0,26,0,0,0,4,0,0,0,108,110.4,137.3,118,36.2,147,-0.7,-0.2
Tom Carroll,Spurs,Midfielder,active,,100,100,4.2,1,0,1,1,1,0,0,0.2,0,0.2,7955,8133,846,1710,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,93,-0.5,0
Bamidele Alli,Spurs,Midfielder,active,,100,100,8.6,115,15,1444,6.1,14.7,13.3,1.5,13.7,3,19,431148,765500,11971,447559,1,3,-1,-3,10,4,8,10,0,0,0,3,0,0,12,342,472.8,387.7,596,145.5,666,12.8,13.3
Joshua Onomah,Spurs,Midfielder,active,,100,100,4.3,4,0,19,1,1,0,0,0.9,0,0.1,2863,2035,111,76,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,7.4,4.3,18,3,17,-0.5,0
Victor Wanyama,Spurs,Midfielder,active,,100,100,4.8,54,2,1760,2.7,2,2,0.4,11.3,1,4.1,243366,301753,14528,15869,-2,0,2,0,2,0,7,14,0,0,0,5,0,0,3,331,337.2,273.1,233,84.4,268,1.5,2
Alex Pritchard,Spurs,Midfielder,long loan,Joined Norwich City on 4/8,0,0,4.5,0,0,0,0,0,0,0,0,0,0,201,50,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0
Heung-Min Son,Spurs,Midfielder,active,,100,100,6.9,82,1,969,4.8,3,2.5,0.4,11.7,2,4.3,684987,808126,29862,7535,-6,-1,6,1,6,5,5,8,0,0,0,1,0,0,6,234,321.8,324.6,497,114.1,244,2,2.5
Harry Kane,Spurs,Forward,active,,100,100,10.9,88,2,1264,5.9,7.3,6,0.6,8.1,3,14.5,1095270,1001131,39559,74064,-1,-1,1,1,10,2,7,10,0,0,1,0,0,0,14,361,464.6,290.3,597,135.4,1053,5.5,6
Clinton N'Jie,Spurs,Forward,long loan,Joined Marseille in season-long loan deal,0,0,5.9,0,0,0,0,0,0,0,0,0,0,1878,403,20,19,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
Vincent Janssen,Spurs,Forward,active,,100,100,7.5,34,0,614,2.3,1,0.5,0.1,4.5,0,0.9,108597,58565,667,250,-5,0,5,0,1,2,1,7,0,0,0,0,0,0,3,66,77.6,173.8,309,55.4,0,0,0.5
Costel Pantilimon,Watford,Goalkeeper,active,,100,100,4.3,1,0,58,1,1,0,0,0.2,0,0.4,12863,2422,361,89,-2,0,2,0,0,0,0,4,0,0,0,0,0,6,0,16,41.2,0,0,4.1,146,-0.5,0
Heurelho Gomes,Watford,Goalkeeper,active,,100,100,4.9,55,2,1742,2.8,3.3,3.3,0.7,11.2,0,1.8,78450,31113,3465,833,-1,0,1,0,0,0,3,32,1,1,0,1,0,52,4,333,379,10,0,38.8,375,2.8,3.3
Craig Cathcart,Watford,Defender,minor injury,Head injury - 75% chance of playing,75,75,4.3,5,0,495,0.8,0.7,-0.3,-0.1,1.2,0,0.2,18002,3829,299,76,-2,0,2,0,0,0,0,11,0,0,0,2,0,0,0,57,81.6,26,10,11.8,335,-0.8,-0.2
Sebastian PrÃƒÂ¶dl,Watford,Defender,active,,100,100,4.5,49,1,1555,2.6,1.7,1.5,0.3,10.9,1,1.4,41329,85285,6108,5546,0,0,0,0,1,2,3,27,0,0,0,4,0,0,3,265,344.6,56.4,120,52,181,1,1.5
Juan Carlos Paredes,Watford,Defender,long loan,Omitted from 25 man squad,0,0,4,0,0,0,0,0,0,0,0,0,4.7,428356,14172,6173,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0
JosÃƒÂ© Holebas,Watford,Defender,active,,100,100,4.8,53,1,1651,2.8,0.3,0.8,0.2,11,1,6,265293,477479,36824,3511,3,0,-3,0,2,3,3,35,0,0,0,9,0,0,6,288,413.2,300.7,117,83.3,96,0.3,0.8
Allan-RomÃƒÂ©o Nyom,West Brom,Defender,minor injury,Awaiting International Clearance - 75% chance of p,75,75,4.4,40,8,1299,2.5,3.3,2.8,0.6,9.1,1,1.5,53019,75876,10312,5089,-1,0,1,0,0,1,2,18,0,0,0,3,0,0,6,235,276,136.7,40,45.2,275,3.8,1.3
Miguel Britos,Watford,Defender,active,,100,100,4.3,29,1,1433,1.8,1.3,1,0.2,6.7,1,0.4,24862,36569,1907,2992,-2,0,2,0,0,0,3,24,0,0,0,5,1,0,2,217,295.8,57.3,111,46.6,205,0.5,1
Christian Kabasele,Watford,Defender,active,,100,100,4.8,16,0,384,1.8,1,0.8,0.2,3.3,0,0.1,2476,1033,75,52,-2,0,2,0,1,0,0,10,0,0,0,1,0,0,1,63,93.4,12.2,57,16.4,0,0.3,0.8
AdlÃƒÂ¨ne GuÃƒÂ©dioura,Watford,Midfielder,short loan,On international duty at the Africa Cup of Nations,0,0,4.3,21,2,721,1.8,2,1.5,0.3,4.9,0,0.1,6461,6867,506,221,-2,0,2,0,0,1,0,19,0,0,0,2,0,0,0,107,100.8,146,86,32.9,56,0.8,0
Etienne Capoue,Watford,Midfielder,active,,100,100,4.8,83,2,1747,4.2,2,2,0.4,17.3,3,31.9,1052980,2071612,105979,37034,3,0,-3,0,5,1,3,35,0,0,0,2,0,0,14,337,382.8,409.7,242,103.5,347,1.5,2
Almen Abdi,Watford,Midfielder,long loan,Joined Sheffield Wednesday on 29/7,0,0,5,0,0,0,0,0,0,0,0,0,0,163,72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0
Ben Watson,Watford,Midfielder,active,,100,100,4.2,1,0,54,0.3,1,0,0,0.2,0,0.7,61835,18704,1786,1047,-3,0,3,0,0,0,0,2,0,0,0,0,1,0,0,6,5.6,1.3,0,0.6,351,0,0
Ikechi Anya,Watford,Midfielder,long loan,Signed for Derby on 31/8,0,0,4.5,1,0,10,1,1,0,0,0.2,0,0.1,5946,361,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,176,0,0
